,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender
433,1,1,0,1,1,1,0,1,1,0,1,0,24,3,1
434,0,1,0,1,0,0,0,0,1,0,0,8,45,4,0
435,1,1,0,1,1,0,0,0,1,0,0,1,26,0,0
436,1,1,0,1,1,1,0,1,0,0,1,0,19,0,1
437,0,1,0,1,0,1,0,1,1,0,0,1,45,0,1
438,0,1,0,0,0,1,0,0,1,1,0,0,44,0,1
439,1,1,0,1,1,1,0,1,0,0,0,1,47,3,1
440,0,1,0,1,0,1,1,1,0,0,0,2,28,3,1
441,0,1,0,1,0,1,1,0,0,0,0,1,62,0,0
442,1,1,1,0,1,1,1,1,0,0,0,4,33,4,1
443,1,1,0,0,0,0,1,1,0,1,0,2,67,0,0
444,1,1,0,0,0,1,1,1,0,1,0,0,67,5,0
445,1,1,1,1,1,1,1,1,1,0,1,1,49,3,1
446,1,1,0,1,1,1,1,1,0,0,0,3,33,4,0
447,1,1,0,0,0,1,1,1,0,1,0,10,51,1,0
448,1,1,0,0,0,1,1,1,0,1,0,2,52,4,0
449,1,1,1,1,1,1,1,1,1,1,0,10,30,1,1
450,1,1,0,1,0,1,0,1,1,0,0,1,60,3,0
451,0,1,0,1,0,1,0,0,1,0,0,6,47,0,0
452,0,1,0,0,0,1,0,1,1,0,0,1,44,3,1
453,1,1,0,1,0,1,0,1,1,0,0,1,43,0,0
454,0,1,0,1,1,1,1,0,0,0,0,5,46,3,1
455,0,1,0,1,0,1,0,1,0,0,0,0,40,3,0
456,0,1,0,1,1,1,0,0,0,0,0,8,48,5,0
457,0,1,0,1,1,1,0,0,1,0,1,8,53,3,0
458,1,1,0,1,0,1,0,1,1,0,0,3,35,0,1
459,0,1,0,1,0,1,1,0,0,1,0,7,51,0,1
460,1,1,0,1,1,1,1,0,1,0,0,1,26,3,1
461,0,1,0,1,1,1,0,0,1,0,0,5,46,0,0
462,1,1,0,1,1,1,1,1,0,0,0,1,39,3,0
463,1,1,0,1,0,1,1,1,0,0,0,8,38,5,1
464,1,1,0,1,0,1,1,1,0,0,0,3,40,3,0
465,1,1,0,1,0,1,1,1,0,0,0,10,36,3,0
466,0,1,0,1,0,1,1,0,0,0,0,8,56,2,0
467,1,1,0,1,1,1,1,1,0,0,0,10,23,3,0
468,1,1,0,1,0,1,1,1,0,0,0,10,39,3,0
469,0,1,0,1,1,1,1,0,0,0,1,5,22,0,0
470,1,1,0,0,0,1,1,1,0,0,0,2,27,3,1
471,1,1,0,1,1,1,1,1,0,0,0,8,23,0,0
472,1,1,0,1,1,1,1,1,0,0,0,1,21,0,0
473,1,1,1,1,1,1,1,1,1,1,1,2,33,0,1
474,0,0,0,1,1,1,1,0,0,0,1,9,24,2,0
475,1,1,0,1,1,1,1,1,0,1,0,10,22,1,0
476,0,0,0,1,1,1,1,0,0,0,1,9,54,0,0
477,0,1,1,1,1,0,0,0,1,0,1,6,56,0,0
478,1,1,0,1,1,1,1,1,0,0,0,3,20,3,1
479,1,1,1,0,0,0,0,1,1,1,0,3,41,3,0
480,0,1,1,0,0,1,0,1,1,0,0,3,70,3,1
481,1,1,0,1,1,1,1,1,0,1,0,3,54,3,0
482,1,1,0,1,1,1,0,1,1,1,0,2,23,3,1
483,1,1,0,0,0,1,1,1,0,1,0,1,61,3,0
484,0,1,0,1,0,1,0,1,1,0,0,0,52,4,0
485,1,1,0,1,0,1,1,1,0,1,0,2,61,4,0
486,0,1,1,1,0,1,1,0,0,0,1,5,66,0,0
487,1,1,0,1,1,1,0,1,1,0,0,0,40,3,0
488,1,1,1,1,1,1,1,1,1,1,1,10,26,2,1
489,0,1,0,0,1,1,0,0,1,1,0,1,32,3,1
490,1,1,0,1,1,1,1,1,0,0,0,5,60,0,1
491,1,1,0,1,0,1,1,1,0,0,0,2,38,3,1
492,1,1,0,1,1,1,0,1,1,0,0,2,29,0,1
493,0,0,0,1,1,1,0,0,1,0,0,9,69,2,1
494,0,1,0,1,1,1,1,0,0,0,0,1,64,5,1
495,0,1,0,1,1,1,0,0,0,0,1,9,40,2,1
496,1,1,0,1,1,1,0,1,1,0,0,0,42,3,1
497,1,1,0,1,0,1,1,1,0,0,0,9,64,3,0
498,1,1,0,1,1,1,0,1,1,1,0,10,22,4,1
499,1,1,0,1,1,1,1,1,0,0,0,1,57,0,0
500,1,1,0,1,1,1,0,1,1,0,0,1,28,0,0
501,1,1,0,1,0,1,1,1,0,1,0,10,41,3,0
502,1,1,1,1,1,1,0,1,1,0,0,8,56,1,1
503,1,1,0,0,0,1,1,1,0,1,0,2,50,3,0
504,0,1,0,1,1,1,1,0,1,0,1,9,68,2,1
505,0,1,0,1,0,1,0,1,1,0,1,9,62,5,1
506,1,1,0,1,1,1,1,1,0,0,0,3,58,0,0
507,1,1,0,0,0,1,1,1,0,1,0,10,47,1,1
508,1,1,0,1,0,1,0,1,1,1,0,2,35,3,0
509,1,1,1,1,0,1,1,1,0,0,0,3,58,3,1
510,1,1,0,1,1,1,1,1,0,0,0,10,21,4,0
511,1,1,0,1,0,1,1,1,0,1,0,2,53,0,0
512,1,1,0,1,0,1,1,1,0,1,0,10,38,3,0
513,1,1,0,1,0,1,0,1,1,0,0,10,59,3,1
514,1,1,0,1,1,1,0,1,1,0,0,3,39,4,0
515,1,1,0,1,1,1,0,1,0,0,0,1,36,0,0
516,1,1,0,1,1,1,1,1,0,0,0,10,26,1,0
517,0,1,0,1,0,1,0,1,1,0,0,4,53,4,1
518,1,1,0,0,0,1,1,1,0,1,0,10,64,3,0
519,0,1,0,1,1,1,0,1,1,1,1,6,56,0,0
520,0,1,0,1,1,1,0,0,1,0,0,9,65,2,1
521,0,0,0,0,1,0,0,0,0,0,1,9,40,2,1
522,1,1,0,0,0,1,1,1,0,1,0,10,68,3,1
523,1,1,0,1,0,1,1,1,0,0,0,3,65,1,1
524,1,1,0,1,1,1,1,1,0,0,0,1,52,3,0
525,0,1,0,1,0,1,1,0,0,1,0,7,37,5,0
526,0,0,0,1,1,1,1,0,1,0,1,9,32,5,1
527,1,1,1,1,0,1,1,1,0,0,0,10,51,4,0
528,1,1,0,1,1,1,1,1,0,1,0,2,52,0,0
529,1,1,0,0,0,1,0,1,1,1,0,3,57,0,0
530,1,1,0,1,0,1,1,1,0,1,0,10,55,0,0
531,0,1,0,1,0,1,0,1,1,0,0,8,38,3,0
532,0,1,0,1,1,1,1,0,0,0,0,1,44,4,0
533,1,1,0,1,0,1,0,1,1,0,0,2,56,5,0
534,0,1,0,1,1,0,0,0,0,0,0,0,67,5,0
535,1,1,0,1,0,1,0,1,0,1,0,2,43,3,0
536,0,1,0,1,0,1,1,1,0,0,0,0,39,0,1
537,1,1,0,1,1,1,1,1,0,0,0,1,27,4,0
538,1,1,0,1,1,1,0,1,0,0,0,0,29,5,0
539,0,1,0,0,1,1,1,0,0,0,0,4,24,5,1
540,0,1,0,1,1,1,0,0,1,0,1,9,37,0,1
541,1,1,0,1,1,1,0,1,1,0,1,0,22,3,0
542,0,1,0,1,0,1,0,1,1,1,1,5,55,2,0
543,0,1,0,1,1,1,1,0,0,0,0,5,50,5,1
544,1,0,0,0,0,1,0,1,1,1,0,0,26,3,1
545,0,1,0,1,0,1,1,1,0,0,0,8,55,0,0
546,1,1,0,1,0,1,1,1,0,0,0,1,48,3,0
547,1,1,0,1,0,1,0,1,1,0,0,3,25,4,0
548,1,1,0,1,1,1,1,1,1,0,0,3,32,1,1
549,0,1,0,1,1,1,0,0,1,0,1,0,28,0,0
550,0,1,0,1,0,1,1,0,0,0,0,4,52,5,0
551,1,1,0,1,0,1,1,0,0,0,0,0,30,4,1
552,1,1,0,1,0,1,1,1,0,0,0,5,52,5,0
553,1,1,0,0,0,1,1,1,0,0,0,3,55,3,0
554,0,0,0,1,1,1,0,0,1,0,1,9,35,5,0
555,1,1,0,1,0,1,1,1,0,0,0,2,29,4,1
556,1,1,0,1,1,1,1,1,0,0,0,1,55,5,1
557,0,1,0,1,1,1,1,1,0,0,1,0,50,0,0
558,0,1,0,1,1,1,1,0,0,0,1,5,34,4,1
559,0,1,0,1,0,1,1,1,0,0,0,8,59,2,0
560,1,1,1,0,0,1,0,1,1,1,0,3,40,4,1
561,1,1,0,1,0,1,1,1,0,0,0,2,39,3,0
562,0,1,0,1,1,0,0,1,0,1,0,8,46,0,0
563,1,1,0,0,0,0,1,1,0,0,0,10,25,4,1
564,0,1,0,1,1,0,0,0,1,0,1,6,48,0,1
565,1,1,0,1,0,1,1,1,0,0,0,2,56,4,0
566,0,1,0,1,1,1,1,0,0,0,1,6,46,5,0
567,1,1,1,1,0,1,1,1,0,1,0,10,44,4,1
568,0,1,0,0,0,1,1,0,0,1,1,9,55,5,0
569,1,1,0,1,1,1,1,1,0,0,0,2,63,1,1
570,0,1,0,1,1,1,0,1,1,0,0,0,58,0,1
571,1,1,0,1,1,1,1,1,0,0,0,3,18,3,1
572,0,1,0,1,0,1,0,1,1,0,0,8,60,0,1
573,0,1,0,1,0,1,1,0,0,0,0,9,63,5,0
574,1,1,0,1,1,1,1,1,0,0,0,2,30,3,0
575,0,1,0,1,1,0,0,0,1,0,0,9,67,2,0
576,0,0,0,1,1,1,0,0,1,0,0,9,65,2,0
577,1,1,1,1,1,1,1,1,0,1,0,2,61,3,0
578,0,1,0,1,0,1,0,1,0,0,0,1,52,4,1
579,1,1,0,1,1,1,0,1,1,0,0,6,23,5,0
580,0,1,0,1,1,0,0,0,1,0,1,7,41,0,0
581,1,1,0,1,1,1,1,1,0,0,1,8,57,0,1
582,0,1,0,1,0,1,1,0,0,0,0,8,46,5,0
583,1,1,0,1,1,1,0,1,1,0,0,5,36,0,1
584,0,0,0,1,1,1,1,0,1,1,1,9,54,2,1
585,1,1,0,1,1,1,1,1,0,0,0,1,37,3,1
586,1,1,0,1,1,1,1,1,0,0,0,10,33,4,0
587,1,1,0,1,1,0,1,1,0,0,0,2,26,4,1
588,1,1,0,0,0,0,0,1,1,1,0,3,27,4,1
589,0,1,0,1,0,1,1,0,0,0,1,9,34,5,1
590,1,1,0,1,0,0,1,1,0,0,0,1,49,3,1
591,1,1,0,1,0,1,1,1,0,1,0,2,34,4,0
592,0,1,0,1,1,1,1,0,0,0,1,2,37,3,0
593,0,1,0,1,1,1,0,0,0,1,0,7,62,5,1
594,0,1,0,1,0,1,1,0,0,0,0,1,54,3,1
595,0,1,1,1,1,1,1,1,1,1,0,6,37,5,0
596,1,1,1,1,1,1,1,1,0,0,0,0,57,0,1
597,0,0,0,1,1,0,0,0,1,0,1,4,48,0,1
598,0,1,0,1,1,1,1,0,0,0,1,9,59,2,0
599,1,1,0,1,0,1,1,1,0,1,0,3,52,3,0
600,0,1,0,1,1,1,1,1,0,0,0,0,36,0,0
601,0,1,0,1,1,1,1,0,0,0,0,6,35,0,1
602,0,1,0,1,1,1,0,0,1,0,1,7,43,5,1
603,0,1,0,1,0,1,1,0,0,0,1,7,60,2,0
604,0,1,0,1,1,1,1,0,0,0,0,6,32,2,0
605,1,1,0,1,0,1,1,1,0,0,0,3,62,4,1
606,1,1,0,1,1,1,0,1,1,0,0,3,45,3,1
607,1,1,0,1,0,1,1,1,0,0,0,3,45,3,1
608,0,0,0,0,0,0,0,0,1,0,1,9,34,3,1
609,0,1,0,1,0,1,1,0,0,0,1,9,55,5,1
610,0,1,1,1,0,1,0,1,0,0,1,4,36,0,1
611,0,1,0,0,0,1,1,0,0,0,0,8,29,5,1
612,0,1,0,1,0,1,1,0,0,0,1,9,64,3,0
613,0,1,0,1,0,1,1,0,0,0,0,6,66,3,0
614,0,1,0,1,0,1,0,1,0,0,0,2,49,3,0
615,1,1,0,1,0,1,1,1,0,0,0,1,25,0,0
616,0,1,0,1,0,1,1,1,0,1,0,1,58,3,0
617,0,1,0,1,0,1,1,1,0,0,0,1,56,5,0
618,1,1,0,0,0,1,1,1,1,0,0,2,29,0,0
619,0,1,0,1,1,1,1,1,0,0,0,4,70,5,0
620,0,1,0,1,1,1,1,0,0,0,1,6,37,0,0
621,1,1,0,1,0,1,0,1,1,0,0,1,38,4,1
622,1,1,0,1,0,1,1,1,0,1,0,8,59,5,0
623,0,1,0,1,1,1,1,0,0,0,0,6,20,0,0
624,1,1,0,0,0,1,1,1,0,1,0,10,69,3,0
625,0,1,0,1,1,1,0,1,1,0,0,0,66,3,0
626,0,1,0,1,0,1,1,1,0,0,0,1,53,3,0
627,0,0,0,1,1,1,1,0,0,0,1,9,60,2,0
628,1,1,0,1,0,1,1,1,0,0,0,2,38,4,0
629,0,1,0,1,1,0,0,0,1,0,1,8,34,0,0
630,1,1,1,1,0,1,0,1,0,0,0,1,45,0,0
631,1,1,0,1,0,1,1,1,0,0,0,2,30,0,1
632,0,0,0,1,1,1,0,0,1,0,1,9,38,2,1
633,1,1,0,0,0,1,0,0,0,0,0,0,55,3,1
634,1,1,0,1,0,1,0,1,0,0,0,1,35,3,0
635,0,1,0,0,0,1,1,1,0,0,0,6,49,5,0
636,0,1,0,1,1,1,1,0,0,0,0,8,60,5,0
637,0,0,0,1,1,0,1,0,0,1,0,5,48,0,0
638,1,1,0,1,0,1,1,1,0,0,0,1,43,3,0
639,1,1,0,1,1,1,0,1,1,0,0,7,39,5,1
640,1,1,0,1,0,1,1,1,0,0,0,8,23,4,1
641,1,1,0,1,1,1,1,1,0,0,0,3,51,3,0
642,0,1,0,1,1,1,1,0,0,0,1,9,21,2,0
643,1,1,0,1,0,1,1,1,0,0,0,8,70,5,0
644,0,1,0,1,0,1,0,0,1,0,1,9,56,5,1
645,0,0,0,1,0,0,0,0,1,0,1,4,33,5,0
646,1,1,0,1,0,1,1,1,0,0,0,2,58,0,1
647,1,1,0,1,1,0,0,1,1,0,0,2,23,3,0
648,1,1,1,1,0,1,1,1,0,0,0,8,63,0,0
649,1,1,0,1,0,1,0,1,1,0,0,1,33,3,0
650,0,1,0,0,0,0,0,1,1,1,0,0,51,5,0
651,1,1,0,1,0,1,0,1,1,0,0,10,27,3,1
652,1,1,0,0,0,1,1,1,0,1,0,1,51,3,1
653,0,0,0,0,0,0,0,0,0,0,0,6,69,2,1
654,1,1,0,0,0,1,1,1,0,0,0,1,59,0,0
655,1,1,0,1,0,1,1,1,0,0,0,2,40,3,1
656,1,1,0,1,1,1,1,1,0,0,0,10,20,3,0
657,0,1,0,1,1,1,1,0,0,0,1,9,28,2,1
658,1,1,0,1,1,0,0,1,1,0,0,0,31,3,1
659,1,1,0,1,1,1,0,1,1,0,0,1,32,0,0
660,1,1,0,1,0,1,0,1,0,0,0,2,34,4,0
661,0,1,0,1,1,1,1,0,1,0,1,6,62,4,1
662,1,1,0,1,1,1,1,1,0,1,0,8,33,0,0
663,0,1,0,1,0,1,0,1,1,0,1,4,51,3,0
664,1,1,0,1,1,1,1,1,0,0,0,3,36,0,1
665,1,1,0,1,0,1,0,1,0,0,0,3,22,3,0
666,0,0,0,0,0,0,0,0,1,0,1,9,51,2,0
667,0,1,0,1,1,1,0,1,1,0,1,9,42,2,1
668,1,1,0,0,1,1,1,1,0,1,0,1,24,3,1
669,1,1,0,1,1,1,0,1,1,0,0,2,18,3,1
670,0,1,0,1,1,1,1,0,0,0,1,9,26,5,0
671,0,1,1,1,1,1,1,0,0,1,0,8,57,2,1
672,1,1,0,1,0,1,1,1,0,1,0,0,59,4,1
673,1,1,0,1,1,1,0,1,1,0,0,8,38,0,0
674,1,1,0,1,1,1,1,1,0,0,0,10,26,1,0
675,1,1,0,1,0,1,1,1,0,1,0,1,31,3,1
676,1,1,0,1,1,1,1,0,0,0,0,1,27,5,0
677,0,1,1,1,1,1,0,1,1,0,0,6,55,2,1
678,1,1,0,0,0,1,1,1,0,1,0,3,47,1,1
679,0,0,0,1,1,0,0,0,1,0,1,7,52,2,1
680,1,1,0,1,0,1,1,1,0,1,0,10,58,4,1
681,1,1,0,1,1,1,1,1,0,0,0,1,30,0,0
682,1,1,0,1,1,1,0,1,1,0,0,4,38,0,0
683,1,1,0,1,0,1,1,1,0,0,0,3,49,4,0
684,1,1,0,1,0,1,0,0,0,0,0,2,37,3,1
685,1,1,0,1,1,1,0,0,1,0,0,2,39,3,1
686,1,1,0,1,0,1,1,1,0,0,0,3,60,4,1
687,1,1,0,1,0,0,1,1,0,0,0,2,50,4,1
688,1,1,0,1,0,1,1,1,0,0,0,3,25,4,1
689,0,1,0,1,1,1,1,0,0,0,1,7,64,2,1
690,0,0,0,1,0,0,0,0,1,0,1,6,62,5,1
691,0,1,0,1,1,1,1,0,0,0,1,5,37,5,1
692,1,1,0,0,0,1,0,0,1,1,0,1,68,0,1
693,1,1,0,1,1,1,1,1,0,0,0,1,24,3,0
694,1,1,1,0,1,1,1,1,0,1,0,0,26,4,1
695,0,1,0,1,1,1,0,0,1,0,0,1,49,3,0
696,0,1,0,0,0,0,0,0,1,0,0,5,43,4,1
697,1,1,0,1,1,1,1,1,0,0,1,3,53,3,0
698,1,1,0,1,1,1,1,1,0,0,0,1,41,3,1
699,0,1,0,1,1,1,1,0,0,0,1,9,35,0,0
700,0,0,0,1,1,0,0,0,1,0,1,9,60,2,1
701,1,1,0,1,1,1,1,1,0,0,0,1,35,4,1
702,0,1,0,1,1,1,0,0,1,0,1,8,54,0,1
703,1,1,0,1,1,1,1,1,1,0,0,3,23,4,0
704,0,1,0,0,1,1,1,0,0,1,0,8,41,5,0
705,0,1,0,1,1,0,0,0,1,0,1,9,57,5,0
706,0,0,0,1,0,1,1,0,0,0,1,9,64,2,0
707,1,1,0,1,1,1,1,1,0,0,0,1,59,3,0
708,1,1,0,1,0,1,1,1,0,0,0,3,38,3,0
709,0,1,0,1,0,1,1,1,0,0,0,0,66,0,1
710,1,1,0,1,0,1,1,1,0,0,0,3,49,4,0
711,1,1,1,1,1,1,0,1,1,0,0,8,48,0,0
712,0,1,0,1,1,0,0,0,1,0,0,9,63,5,0
713,1,1,0,1,0,1,1,1,0,0,0,0,64,0,0
714,0,1,0,1,1,1,1,0,0,0,0,4,56,0,0
715,1,1,0,1,0,1,1,1,0,0,0,2,24,1,0
716,0,0,0,1,0,1,1,0,0,0,1,8,57,5,0
717,0,0,0,1,1,1,1,0,0,1,1,7,59,5,1
718,1,1,0,1,0,1,1,1,0,1,0,3,39,3,0
719,1,1,0,1,0,1,1,1,0,1,0,10,37,4,0
720,1,1,1,0,0,1,1,1,0,1,0,8,65,5,1
721,0,1,0,1,0,1,0,0,0,0,1,9,55,0,1
722,1,1,0,1,1,1,1,1,0,0,0,5,34,5,0
723,0,1,0,1,0,1,1,0,0,0,0,0,31,4,0
724,1,1,0,1,1,1,1,1,0,1,0,8,23,3,0
725,0,1,0,1,1,1,1,0,0,0,0,8,42,3,0
726,1,1,0,1,1,1,0,1,1,0,0,0,31,5,1
727,0,1,0,1,0,1,1,1,0,0,0,0,32,3,0
728,0,1,0,1,0,1,0,0,1,0,0,8,49,0,0
729,0,1,0,0,1,1,1,0,0,0,1,8,59,3,1
730,1,1,0,1,1,1,0,0,0,0,0,10,21,1,0
731,1,1,0,1,0,1,0,1,1,0,0,2,25,3,0
732,0,1,0,1,1,1,1,0,0,0,0,1,24,3,1
733,0,1,0,1,0,1,1,1,0,0,0,9,58,2,1
734,0,1,0,1,0,1,0,0,1,0,0,8,54,0,1
735,0,0,0,1,1,1,0,0,1,0,1,9,62,2,1
736,0,1,0,1,1,1,0,0,1,0,0,2,31,3,1
737,1,1,0,1,1,1,1,1,1,1,1,0,21,3,0
738,0,1,0,1,0,1,1,0,0,0,0,1,48,3,1
739,1,1,1,1,1,1,1,1,0,0,1,8,30,0,0
740,1,1,0,1,1,1,1,1,0,0,1,1,36,4,0
741,1,1,0,1,1,1,1,1,0,0,0,1,21,0,0
742,0,1,0,1,1,1,1,0,0,0,0,1,63,0,0
743,1,1,0,1,1,0,1,0,0,1,0,0,33,4,1
744,1,1,0,1,1,1,1,1,0,0,0,10,18,4,0
745,1,1,0,1,1,1,1,1,0,0,0,1,20,3,1
746,0,1,0,1,1,1,1,1,0,0,0,8,56,3,0
747,1,1,0,1,1,1,1,1,0,1,0,2,38,0,0
748,0,1,0,1,0,1,1,0,0,0,0,0,43,0,1
749,0,1,0,1,1,1,0,1,1,0,1,8,18,0,1
750,0,1,0,1,1,1,1,0,1,0,0,2,19,4,1
751,0,1,1,1,0,1,0,0,1,0,1,5,43,0,1
752,0,0,0,1,1,1,0,0,1,0,1,9,50,2,1
753,1,1,0,1,1,1,0,0,1,0,0,6,54,3,0
754,1,1,0,1,1,1,1,1,0,0,0,1,23,4,1
755,0,1,0,1,1,1,1,1,1,0,1,8,40,0,1
756,1,1,1,1,0,1,0,1,1,1,0,1,52,0,0
757,0,1,0,1,0,1,1,0,0,0,0,8,35,0,1
758,0,1,0,1,0,1,0,0,1,0,0,0,41,3,1
759,0,0,0,1,1,1,0,0,1,0,1,7,60,5,1
760,1,1,0,1,0,1,1,1,0,1,0,2,66,0,0
761,0,1,1,1,1,1,1,1,0,1,0,4,45,0,1
762,0,1,0,1,1,0,0,0,1,0,1,9,39,3,1
763,0,1,1,1,1,1,1,1,1,0,0,0,49,5,0
764,1,1,0,1,1,1,1,1,0,0,0,0,58,3,0
765,1,1,0,0,0,1,1,1,0,1,0,2,32,0,0
766,1,1,0,1,0,0,0,1,1,1,0,2,34,3,0
767,0,1,0,1,1,1,1,0,0,0,1,5,50,3,0
768,0,1,0,1,0,1,0,0,0,0,1,9,58,2,0
769,0,1,0,1,1,1,1,1,0,0,1,6,34,5,0
770,1,1,0,1,0,1,1,1,0,0,0,2,53,0,0
771,1,1,0,1,0,1,0,1,1,0,0,2,46,3,1
772,1,1,0,1,1,0,0,0,1,0,0,8,54,5,0
773,1,1,0,1,0,1,1,1,0,0,0,3,29,3,1
774,1,1,0,1,0,1,1,1,0,0,0,3,38,3,0
775,1,1,0,1,1,1,1,0,1,1,0,1,52,0,0
776,1,1,0,1,1,1,0,1,1,0,0,0,32,3,0
777,0,1,1,1,1,1,1,1,0,0,0,1,65,3,0
778,1,1,0,1,0,1,0,0,0,0,0,8,44,0,1
779,0,1,0,1,0,1,1,0,0,1,0,4,42,3,1
780,1,1,0,1,0,1,0,1,1,0,0,3,37,3,0
781,1,1,0,1,0,0,0,1,1,0,0,8,24,1,1
782,0,1,1,1,1,1,0,1,0,0,1,8,69,2,0
783,0,1,1,1,1,1,1,1,0,0,1,8,39,3,1
784,1,0,0,0,0,1,0,1,0,1,0,3,55,3,1
785,1,1,0,1,1,1,0,1,1,0,0,1,47,0,0
786,1,1,0,1,0,1,0,1,1,1,0,10,46,3,0
787,1,1,0,1,0,1,0,1,1,0,0,8,63,0,0
788,0,0,0,1,1,1,1,0,0,0,1,7,64,2,0
789,1,1,0,1,1,1,0,0,1,0,1,2,34,0,0
790,0,1,0,1,1,1,0,0,1,0,1,5,30,4,1
791,1,1,0,1,1,1,1,1,0,0,0,1,37,5,0
792,1,1,0,1,0,1,0,1,1,1,0,3,48,3,1
793,1,1,0,1,1,1,1,1,0,1,0,2,32,3,0
794,0,1,0,1,1,1,0,1,0,0,0,4,24,5,0
795,1,1,1,0,0,1,1,1,0,1,0,3,65,0,1
796,0,1,0,1,1,1,1,0,0,0,0,6,64,0,1
797,0,1,0,0,0,1,0,0,0,0,0,8,64,0,1
798,1,1,0,1,0,1,1,1,0,1,0,1,50,3,1
799,1,1,0,1,0,1,0,1,1,0,0,1,55,3,1
800,0,1,1,1,1,1,1,0,0,0,0,5,70,5,1
801,0,0,0,1,1,0,1,0,0,0,1,5,35,2,0
802,0,0,0,0,0,0,0,0,0,0,0,9,24,2,1
803,0,1,0,1,1,1,0,0,1,0,1,9,18,5,1
804,1,1,0,1,1,1,1,1,0,0,0,3,30,3,0
805,0,1,0,1,1,1,0,0,0,0,1,6,59,5,1
806,1,1,0,1,0,1,0,1,1,0,0,2,64,3,1
807,0,1,1,1,1,1,1,1,0,0,0,6,62,5,1
808,0,1,0,1,0,0,0,0,1,0,0,6,63,5,0
809,1,1,0,1,1,0,0,1,0,0,0,2,36,4,1
810,0,1,0,1,1,0,0,0,1,0,0,8,32,0,1
811,1,0,0,0,1,1,0,1,1,0,0,10,61,4,0
812,1,1,0,1,0,1,0,1,1,0,0,3,42,4,0
813,1,1,0,1,0,1,1,1,0,0,0,10,43,3,0
814,0,1,0,1,0,0,0,0,0,0,0,8,44,5,0
815,0,0,0,1,1,1,0,1,1,0,0,1,19,4,1
816,0,1,0,1,1,1,0,1,1,0,0,0,53,0,0
817,1,1,0,1,0,1,1,1,0,0,0,1,32,0,1
818,0,1,0,1,1,1,0,0,1,0,0,8,52,3,0
819,0,1,0,1,0,1,1,0,0,0,1,6,60,2,1
820,0,1,0,1,1,1,0,0,1,0,0,4,53,0,0
821,0,1,0,1,1,1,1,0,0,0,1,9,33,5,0
822,1,0,1,0,0,0,0,0,1,1,0,10,40,3,0
823,1,1,0,1,0,1,0,1,1,0,0,5,63,5,1
824,1,1,1,0,0,1,1,1,0,1,0,2,47,4,1
825,1,1,0,1,0,1,0,1,0,0,0,2,25,3,0
826,0,1,0,1,0,1,1,0,0,0,0,6,38,0,1
827,1,1,0,1,1,1,1,1,0,0,0,10,28,4,0
828,0,1,0,1,1,1,0,0,1,1,0,8,57,5,1
829,1,1,0,1,0,1,1,1,0,1,0,3,56,4,0
830,1,1,0,1,1,1,0,1,1,0,0,2,35,0,1
831,0,0,0,1,1,1,0,0,1,0,1,6,62,5,1
832,1,1,0,1,0,1,0,1,1,0,0,0,37,0,0
833,0,1,0,1,1,1,1,0,0,1,0,0,63,4,1
834,0,1,1,0,0,1,0,0,1,1,0,0,57,5,1
835,0,1,0,1,1,1,1,0,0,0,0,4,53,5,0
836,0,1,0,1,1,1,1,0,0,0,1,1,49,4,0
837,0,1,1,1,1,1,1,1,0,0,0,0,56,2,1
838,0,1,1,1,0,1,1,1,0,0,0,0,50,3,1
839,1,1,0,1,0,1,1,1,0,0,0,3,59,5,0
840,1,1,0,1,0,1,1,1,0,1,0,10,32,3,0
841,1,1,0,1,0,1,0,1,0,0,0,3,44,3,0
842,0,1,0,1,1,1,0,0,1,0,0,0,34,3,0
843,0,1,0,1,0,1,1,0,0,0,1,8,51,5,0
844,1,1,0,1,1,1,1,1,0,0,0,0,33,3,1
845,1,1,0,1,1,1,1,1,0,1,0,1,36,3,0
846,1,1,0,1,1,1,0,1,1,1,0,2,24,1,0
847,1,1,0,1,0,1,1,1,0,0,0,2,42,3,0
848,0,1,0,1,1,1,0,0,1,0,1,9,45,2,1
849,0,1,0,1,1,1,0,0,1,0,1,8,48,0,0
850,1,1,0,1,0,1,1,1,0,0,0,10,34,1,0
851,1,1,0,1,0,1,1,1,0,0,0,10,28,4,0
852,0,0,0,0,0,0,0,0,0,0,0,8,55,5,0
853,1,1,0,1,1,1,1,1,0,1,0,1,29,0,0
854,1,1,0,0,0,1,1,1,0,1,0,10,40,3,0
855,1,1,0,1,1,1,0,1,1,0,0,8,44,0,1
856,0,1,1,1,1,1,0,0,1,0,1,9,49,5,1
857,1,1,0,1,0,1,1,1,0,0,0,2,29,3,1
858,1,1,0,1,1,1,1,1,0,0,0,3,40,4,1
859,0,0,0,1,0,1,1,0,1,0,0,2,30,1,1
860,1,1,0,1,0,1,1,1,0,0,0,1,34,3,1
861,1,1,1,1,1,1,1,1,0,0,0,0,60,0,1
862,0,1,0,1,0,1,1,1,0,0,0,1,66,3,1
863,1,1,0,0,0,1,0,1,1,1,0,2,51,0,1
864,0,0,0,1,1,1,1,0,0,0,1,9,44,5,1
865,1,1,0,0,0,1,1,1,0,1,0,2,64,5,1
866,1,1,0,0,0,1,1,0,1,1,0,2,37,0,0
867,0,0,0,1,1,0,0,0,1,0,1,9,51,2,1
